call_id,customer_id,start_time,end_time,origin,destination,call_duration,call_cost
251,670,2023-02-21 05:21:59,2024-01-10 21:56:24,(734)396-6138x5292,984.283.1836x388,3380,479.36
252,673,2022-07-15 22:36:38,2024-05-16 16:40:34,(589)752-2530,343.432.6361x60157,1893,498.1
253,504,2022-10-03 06:13:03,2021-10-11 04:58:38,692-634-5375,(260)529-1819x15274,706,206.55
254,953,2023-11-03 21:11:50,2022-02-01 18:12:49,627.273.0896x984,(275)174-0597x145,397,125.29
255,14,2022-06-17 01:20:13,2024-04-14 09:13:21,+1-787-783-0938x179,(045)859-6424x11226,1314,452.95
256,619,2023-01-27 13:59:41,2023-11-26 23:52:16,0234900873,(014)242-3707x9019,2755,256.13
257,549,2023-11-22 07:59:43,2024-05-17 10:45:08,(778)157-8218x555,+1-918-025-0402x755,1256,204.77
258,322,2022-08-13 08:39:27,2024-06-20 20:12:31,001-099-720-2725,001-002-219-5460x66042,875,90.58
259,178,2024-06-11 06:02:57,2022-01-04 12:33:51,2868832952,306.604.2700x493,1487,149.94
260,640,2022-03-03 10:26:54,2022-05-18 15:31:42,001-005-962-6805x550,1902232905,2525,110.46
261,625,2022-11-19 05:06:02,2022-09-11 03:31:17,(746)964-5398x6052,001-928-555-5041x18078,1028,203.53
262,834,2023-01-20 19:54:24,2021-12-21 00:08:09,(525)689-6851,001-639-316-2178,3325,211.3
263,373,2022-07-30 21:33:31,2022-08-24 15:09:26,001-918-732-3575,387.383.3878,1854,12.42
264,948,2024-09-10 02:15:12,2023-01-31 11:49:56,9458682626,358-132-2810x0900,1168,471.85
265,30,2023-05-17 07:57:03,2022-09-30 21:36:53,+1-490-510-2926,+1-872-496-6522x79089,3108,392.66
266,902,2023-07-17 04:19:12,2024-03-13 02:14:29,088-946-9032,487-630-1705x8768,1136,43.85
267,994,2024-08-06 19:08:07,2023-10-30 05:32:19,251.703.3930x443,(276)809-2005x17811,2618,79.51
268,44,2022-03-08 02:28:21,2021-11-15 01:41:18,001-746-111-2370x20833,766.276.9737x8594,3166,179.97
269,774,2024-02-06 22:49:10,2023-08-26 12:37:16,(102)765-8743x191,032.746.8752x82411,1665,15.35
270,671,2024-05-26 14:21:22,2023-08-14 05:30:27,244.976.8161x030,329-764-5220x750,326,52.77
271,153,2021-12-07 23:36:19,2023-08-24 06:28:32,001-444-440-8154x58791,066-962-2700x253,709,452.39
272,154,2023-03-29 02:58:42,2024-08-22 00:53:43,+1-981-224-4569x048,200-433-2247x109,3150,476.3
273,941,2024-04-27 17:22:32,2022-03-23 19:25:26,3642921288,001-163-125-9888,1627,358.38
274,919,2022-12-16 16:12:33,2023-11-05 06:13:09,6922770102,+1-597-564-4939x810,3534,157.27
275,706,2024-04-09 16:59:54,2024-05-11 04:51:43,001-844-090-0270x95605,+1-091-358-2472x206,2648,457.29
276,200,2022-09-15 02:12:11,2022-11-05 17:23:49,001-662-182-7097x47504,001-624-705-8517x65135,882,406.74
277,171,2022-12-01 19:33:47,2021-10-17 11:57:51,+1-062-114-0034x411,251-610-1303,2702,320.75
278,335,2023-10-21 13:07:10,2024-09-20 06:25:52,783-718-1634,2270904921,355,187.85
279,165,2022-08-23 08:14:12,2022-04-15 17:18:06,588-283-8799,+1-487-840-7031x115,2783,412.42
280,296,2023-07-05 09:49:38,2022-05-06 13:13:47,001-161-223-6921,001-869-023-3910x4060,3494,232.49
281,684,2024-02-03 15:58:48,2022-12-09 22:54:21,767.838.7859x344,(582)533-7221,1941,372.77
282,57,2023-05-03 20:02:12,2024-02-09 05:12:06,(768)118-0982,+1-852-571-8638x8657,2395,395.98
283,650,2022-08-18 09:51:33,2022-01-20 08:02:41,+1-190-332-6898,001-375-181-0091x0972,2133,225.49
284,143,2022-12-16 01:02:23,2021-11-20 14:37:09,983-927-3799,404-789-3986x1450,411,353.61
285,826,2023-01-24 14:34:59,2024-05-25 19:51:43,007-888-1283,+1-231-260-5212x041,1959,125.81
286,274,2023-05-05 13:43:46,2023-07-14 20:03:24,+1-571-377-5801x991,412-715-9774,1729,211.56
287,206,2022-05-21 20:04:52,2022-03-18 19:24:59,001-486-493-0180,001-791-205-7968x3032,463,392.12
288,11,2023-02-20 21:14:21,2022-11-18 08:52:49,(760)623-0516,215-023-2531x82947,1391,83.43
289,145,2022-09-23 09:30:52,2023-10-29 05:32:24,242.378.9842x4707,+1-850-272-3978x496,1647,361.14
290,246,2023-10-06 09:23:44,2023-10-24 17:40:16,504.308.2680,3763845574,2883,423.85
291,13,2023-11-09 05:55:36,2023-06-22 00:57:29,600.689.5330x099,+1-041-158-6962x246,2348,400.03
292,305,2024-02-07 03:11:48,2023-11-12 23:19:51,001-340-583-1062x98438,+1-094-960-5200x097,1581,337.2
293,111,2022-05-09 04:09:34,2023-07-06 14:15:36,402-308-2498,+1-889-908-0807x57419,3285,231.58
294,572,2023-05-15 23:05:04,2022-12-18 15:00:26,267.026.9786,644.844.8570x2871,2148,58.55
295,594,2023-01-24 17:19:43,2023-11-03 18:04:41,087.110.1139,9563786569,2643,181.11
296,911,2024-02-03 07:23:49,2022-10-05 01:49:07,+1-100-828-2707,(138)180-5026x90228,2117,15.33
297,474,2021-11-24 18:40:56,2022-08-09 21:40:25,344-009-5781,(958)581-1125,397,190.5
298,329,2024-07-14 13:47:20,2023-08-25 06:50:12,542.126.9274,(399)195-0446x370,1926,44.26
299,388,2023-04-30 20:27:47,2023-02-14 12:56:36,826.968.2617,+1-709-761-1571x753,658,185.57
300,943,2024-06-01 00:01:57,2022-10-01 19:09:06,564.922.1099x937,(343)336-5787x6349,1838,366.38
301,429,2024-03-30 03:37:56,2024-02-20 22:09:06,5972117206,479.902.5665,106,431.23
302,642,2024-03-24 19:11:19,2023-12-21 20:18:17,001-926-986-3156x82932,213-711-0909,372,13.41
303,600,2023-01-03 05:54:48,2023-10-21 15:39:01,147-477-5075x08700,300.729.1863x0823,108,224.06
304,233,2023-12-11 20:06:30,2022-07-15 09:06:12,(624)966-3972x3819,(970)168-4286x1539,1339,206.86
305,208,2022-09-26 05:12:28,2024-01-06 01:13:36,(258)255-9774,896.642.3255,2105,205.86
306,352,2022-09-29 10:11:34,2023-07-21 14:52:43,(063)398-5080,454.330.2586,1263,398.9
307,245,2024-01-18 17:21:28,2024-07-11 05:18:30,(971)381-5533x17067,9118029119,3253,380.87
308,681,2021-12-14 18:23:38,2023-10-05 02:24:29,645-231-6289x7442,953.629.4872x19638,1006,378.15
309,291,2022-11-06 08:33:07,2024-06-12 19:46:26,+1-197-898-1183x6075,460.997.2632,297,459.58
310,843,2024-09-15 07:08:07,2023-06-16 07:46:15,338-524-0739x617,866.632.0912x07488,3023,89.23
311,661,2023-08-12 00:22:02,2024-05-16 06:17:03,+1-513-554-5060x28117,794-137-2925x29509,317,146.49
312,43,2024-06-11 07:54:36,2022-07-15 01:48:45,451-264-8002x72790,749-662-0040,259,373.03
313,966,2023-05-22 05:36:02,2024-01-02 08:36:48,+1-435-433-5070,766-291-6084x24018,2908,161.38
314,748,2023-10-01 00:08:46,2024-01-03 02:01:53,(560)557-0799,(672)883-8785x195,1980,475.83
315,229,2022-01-04 19:01:07,2023-05-22 09:06:06,+1-633-380-9819x472,(726)363-3407,547,89.86
316,886,2023-08-08 01:04:20,2023-11-01 10:28:24,6532812924,+1-711-359-2541x874,2705,393.06
317,140,2024-02-17 11:42:54,2024-05-28 05:45:23,595.866.8106,(148)857-2094,247,374.91
318,739,2024-04-03 23:04:08,2024-09-02 21:18:04,+1-430-896-2238x5563,(985)772-9184x70238,2426,285.36
319,729,2023-03-15 09:02:15,2024-01-30 15:03:30,556-342-1308x8711,(151)884-0362x5917,2326,93.38
320,165,2023-02-22 07:12:15,2022-11-06 00:35:13,+1-658-580-0146x32060,001-236-857-2603x740,756,199.61
321,413,2023-01-19 12:59:14,2023-11-27 06:18:05,(380)915-8071x92642,588.027.8043x558,1579,379.48
322,22,2024-07-29 05:57:18,2021-10-05 13:07:11,+1-419-554-3731x0333,9465287587,131,369.17
323,322,2021-10-28 11:12:05,2022-07-11 04:47:40,+1-813-473-2818x761,(311)216-0408x5514,320,371.56
324,607,2023-05-07 12:04:59,2022-08-22 13:37:13,9168632271,0724827914,1375,388.88
325,639,2022-07-25 12:28:01,2023-04-17 03:29:57,054.893.5080x2100,001-052-242-3068x2602,2856,174.08
326,935,2024-01-01 03:30:53,2024-03-07 09:52:59,001-309-709-1897,001-721-809-3964x708,1403,169.12
327,490,2022-10-27 10:10:28,2023-07-08 14:51:21,651.019.9086,713-635-5686x02001,1616,345.02
328,923,2024-06-14 01:13:47,2022-09-28 20:54:52,572-476-3143x494,595-438-8621x884,1185,134.46
329,100,2023-06-30 06:12:46,2022-08-08 13:52:18,001-182-423-8172x388,351.489.3367,1644,110.94
330,205,2024-06-25 19:13:25,2024-04-24 03:33:38,+1-045-987-1070x408,918-447-5311,1373,441.07
331,235,2022-10-23 16:03:01,2022-12-01 12:57:21,167.448.6410x361,+1-203-658-9072x155,1889,261.39
332,502,2024-09-22 19:15:11,2022-05-06 12:12:48,001-111-425-6411x16703,158-863-7488x681,1590,449.48
333,642,2023-10-04 16:50:58,2023-08-19 14:43:46,3758421048,+1-556-518-6635x555,2207,220.24
334,31,2023-05-18 10:16:20,2023-06-20 11:43:14,(142)294-1509,780-346-9447x55531,456,314.17
335,838,2023-05-02 11:35:32,2023-02-19 11:21:08,(867)517-7421,001-950-309-7961x704,2560,303.19
336,677,2022-07-01 07:30:02,2023-05-19 09:14:50,000-237-7456,618.835.4307x38288,250,70.89
337,762,2022-03-08 10:57:02,2021-10-30 18:40:04,842-558-6406x544,+1-751-879-9857,2942,474.73
338,44,2023-02-10 13:49:08,2023-05-09 14:06:38,308.392.2750,788-446-9178x592,229,499.87
339,556,2021-10-24 07:10:40,2023-06-12 00:48:31,1441837607,001-228-416-7064,1448,352.77
340,947,2021-12-22 12:45:42,2023-02-13 13:12:38,(676)980-0482,5761318895,959,117.63
341,227,2022-03-31 09:34:46,2023-04-16 04:42:41,001-186-677-6570,793.906.3658x747,2941,13.96
342,221,2022-09-23 07:15:51,2023-05-26 16:08:37,005-023-9013,222-640-7211,2482,282.88
343,481,2023-11-13 06:40:32,2022-05-07 04:50:48,(260)435-7809x512,(099)887-1171,438,324.66
344,556,2024-08-03 20:53:08,2024-06-08 03:24:55,001-885-356-4713,(745)650-8024x966,3267,362.48
345,575,2022-09-08 13:52:52,2022-05-22 22:09:03,5887446815,371.105.1505x60083,3228,471.6
346,428,2023-06-19 03:26:30,2024-06-01 02:40:06,+1-232-318-0028x4626,+1-477-125-8427x292,1649,216.84
347,344,2022-03-25 09:08:26,2022-12-11 06:03:01,997-569-1096,001-195-793-1485x667,1805,307.75
348,392,2021-10-07 18:26:12,2022-09-19 16:57:06,119-369-1918x43187,9347849266,1121,348.48
349,618,2023-07-26 05:03:11,2023-08-20 04:13:21,1493241679,+1-525-627-4239x679,369,349.42
350,286,2024-09-01 03:13:41,2022-11-27 03:16:46,112.222.3402x636,(963)145-2629,1872,283.07
351,821,2024-08-05 21:52:58,2022-09-29 11:18:11,529.296.0019x5218,001-347-010-9580x4857,3182,136.95
352,206,2022-03-30 19:12:32,2024-04-24 09:31:19,001-631-446-9490x66869,(913)689-8221,3190,466.67
353,637,2022-02-28 15:06:08,2021-10-17 10:15:23,2793663183,786-546-0686x2799,1359,306.83
354,359,2023-11-05 21:36:55,2023-07-03 20:35:02,510-083-2616x636,9134826556,1197,355.01
355,389,2022-03-24 08:21:19,2022-12-03 16:22:07,5148283498,(889)071-0657x92330,823,225.6
356,613,2022-09-27 01:22:25,2024-06-10 08:22:45,209-406-0313x05297,908.957.8200x20235,620,133.77
357,278,2022-01-17 14:33:34,2024-01-01 22:16:01,+1-600-467-3998x07234,142-837-2550,2026,59.22
358,420,2022-11-11 13:15:45,2024-04-19 19:39:19,+1-535-970-4664x7085,252-410-9647,622,285.19
359,204,2024-01-22 11:58:50,2023-12-01 04:34:54,(528)562-0708,629.349.0212x371,1541,443.98
360,253,2021-11-02 16:43:33,2022-05-05 03:43:02,(477)840-7036x31189,782-672-4977x8229,1035,180.57
361,534,2023-04-08 15:56:34,2022-02-08 14:13:44,183.627.6118,+1-554-775-4248x0606,453,97.94
362,24,2023-01-11 04:02:14,2024-06-11 01:25:42,+1-354-324-4160x632,629.900.4419x00115,3582,114.25
363,1000,2023-11-13 07:06:31,2023-09-07 21:36:37,+1-038-907-2039x00290,(952)084-0179,1261,46.18
364,696,2022-08-15 19:32:17,2024-09-28 18:05:15,001-593-220-3235x085,581.082.1090,453,69.9
365,668,2022-09-30 16:55:33,2023-05-07 16:41:09,305.084.3255x4887,001-005-459-9692x22127,950,494.79
366,180,2022-08-31 02:00:10,2023-02-16 11:17:17,1559439652,158.032.7376x4954,3439,335.2
367,547,2021-12-12 08:51:51,2023-11-07 11:28:44,900-532-0105,+1-920-356-2520x41522,2223,116.82
368,991,2022-12-20 13:05:49,2023-08-28 03:23:21,(755)020-5925x413,954.492.7572,3416,177.84
369,91,2022-12-04 20:56:12,2021-10-16 08:29:54,740-622-0171x250,713-852-6212x14435,2128,466.09
370,501,2021-10-21 14:17:08,2023-06-20 04:43:16,425-232-3678,(016)081-9367x8286,512,210.53
371,539,2021-10-05 07:12:47,2022-05-19 15:10:53,232.971.3425,(591)598-9514x7476,478,13.06
372,358,2024-03-20 14:17:12,2022-11-02 12:59:06,(553)929-3133,315-400-8116,1053,307.23
373,693,2024-01-27 13:25:17,2024-07-25 05:38:50,+1-045-511-7704,001-193-039-5210x9619,1875,139.57
374,220,2023-01-01 03:58:56,2023-03-21 12:25:19,726-547-6099x5814,208-452-3760x38601,3165,341.4
375,256,2022-03-31 12:38:04,2023-03-17 18:02:17,001-280-893-6747x167,612.557.2431x29459,2199,459.98
376,248,2023-07-11 17:50:32,2024-01-20 10:58:26,001-918-708-6516x376,065.347.9228x225,2920,80.34
377,942,2022-01-03 23:43:48,2023-08-14 03:26:41,416.997.2039x89159,764-522-0202x36782,3187,124.02
378,443,2021-10-10 05:57:06,2024-09-13 22:22:51,(123)279-6109x23737,6238421939,2303,305.01
379,346,2023-05-10 03:15:06,2022-06-07 17:22:29,+1-329-613-5667x34709,+1-839-577-8218x656,547,297.67
380,950,2023-05-31 10:11:44,2024-03-11 07:33:57,+1-743-624-9869,001-372-719-7748x181,357,107.94
381,346,2022-11-08 06:52:05,2024-02-07 02:26:55,(295)300-7019x5162,819.522.6478,674,232.77
382,237,2022-05-17 09:45:57,2023-01-23 08:32:40,001-164-909-0146,919.084.8419x7786,237,254.52
383,946,2022-05-06 15:49:22,2022-08-03 19:41:49,001-131-451-4540x936,2099693949,418,303.2
384,941,2021-12-21 12:51:23,2023-04-10 23:18:45,(132)027-2729,+1-160-582-7038,2310,69.43
385,275,2023-06-14 00:22:50,2022-04-25 11:41:35,+1-788-676-6802x206,+1-666-997-2134x735,924,50.95
386,349,2023-07-14 17:29:38,2023-01-07 09:31:27,756-809-2835x90490,107-040-3786,2685,444.81
387,400,2022-11-04 00:08:34,2024-04-06 09:50:11,001-726-397-9377x225,001-508-121-0345,715,221.96
388,864,2022-07-20 01:03:37,2024-01-20 20:26:40,679-692-3887x8505,(177)388-5187x7177,2759,31.03
389,944,2021-12-31 06:28:04,2022-01-29 00:05:08,503-019-5675x29427,606-466-2777x2774,1790,314.05
390,776,2023-09-15 17:40:39,2022-05-02 20:03:42,113-304-4558x6336,007.381.4771,3568,144.79
391,395,2023-04-07 01:26:26,2022-05-11 13:00:43,001-023-245-1401x034,056-103-5417x90834,480,155.36
392,313,2022-05-10 17:17:41,2022-08-22 17:29:57,811-656-1675x18488,(399)551-9830x086,2985,91.62
393,781,2022-05-06 09:13:34,2021-11-26 20:23:47,8930139755,001-022-042-9449x5576,2102,26.28
394,753,2022-10-28 06:13:51,2022-05-16 03:37:44,(167)062-4537,001-272-374-9390x644,148,481.15
395,570,2022-06-09 08:53:00,2023-12-30 07:41:39,364.298.7607,001-022-751-8427x312,853,247.89
396,280,2024-08-16 12:58:06,2024-03-08 02:10:21,130.399.9804,321.339.5471x84016,1077,263.13
397,97,2022-12-01 10:16:51,2023-12-25 20:46:52,449.843.6465x1101,001-978-769-6339x17624,2383,443.85
398,673,2021-12-04 00:47:03,2023-11-09 00:47:23,001-254-611-1443x103,+1-042-231-6523x3330,1073,26.09
399,674,2022-07-15 23:10:10,2023-06-20 23:48:55,(888)078-8942x95234,001-329-474-9245x6091,679,226.85
400,828,2024-02-17 10:44:02,2023-08-15 03:31:16,+1-739-976-3245x68662,107.330.2202,3359,32.07
401,266,2023-07-27 11:45:27,2023-05-08 23:50:47,(008)875-7395,5415087703,2073,121.13
402,489,2024-01-18 08:35:17,2022-12-26 01:10:02,279.015.4900,745.605.3604,2572,48.07
403,5,2023-02-26 05:39:34,2024-01-17 10:06:57,(089)073-3409,+1-056-964-3158x5884,1346,282.84
404,959,2023-08-27 07:26:53,2022-11-22 16:34:18,001-137-027-0977x6049,978-679-3636x3514,1216,340.82
405,247,2023-07-05 16:03:58,2023-02-16 06:23:03,+1-027-329-7116x97781,(898)647-8069x013,3310,260.07
406,18,2023-10-03 23:07:52,2024-05-02 21:04:47,001-591-077-2897x7498,001-613-912-1090,2569,102.5
407,432,2024-09-01 19:22:40,2024-01-16 17:03:20,(245)491-8529x6777,+1-277-552-3857,2627,358.03
408,765,2022-01-31 07:44:15,2024-02-07 17:53:25,(348)040-3318x3048,+1-326-861-3332x1240,1618,359.43
409,572,2022-02-04 20:48:35,2023-10-12 11:00:12,(051)024-3183,+1-434-543-9587x907,1454,69.87
410,651,2021-12-30 05:21:48,2022-08-03 17:04:37,001-863-348-2568,+1-944-408-1556x2916,2788,471.19
411,112,2022-11-06 02:24:49,2023-08-02 22:01:58,001-586-397-9882x563,765.638.7758x97488,1126,461.71
412,419,2022-02-18 06:43:21,2022-09-17 19:38:11,(611)692-7662x6905,698.897.8873x12122,756,24.83
413,379,2023-11-08 22:49:44,2023-02-14 13:56:36,790-397-7076x20044,+1-947-489-6500x39781,2145,46.59
414,25,2023-08-27 23:36:33,2024-02-17 12:14:06,4848036769,204-037-8726x9265,2783,318.19
415,990,2023-07-24 01:07:40,2024-03-15 05:38:38,(213)432-5023,714-547-9098x3624,1475,443.78
416,998,2022-07-23 21:49:49,2022-07-17 05:42:18,+1-954-932-7304x04032,001-366-579-9172,2041,498.72
417,530,2022-04-08 00:13:01,2024-05-26 04:50:38,(257)666-6393x6184,837.721.0708x6011,824,381.26
418,161,2022-01-17 08:11:44,2023-01-14 11:36:02,280-328-4490x415,557.858.1161,286,143.39
419,377,2022-12-23 10:43:48,2022-09-01 20:48:40,608.126.2740x21699,001-443-190-1550x6443,125,314.25
420,823,2022-09-29 13:09:29,2023-03-14 11:56:11,2909012260,+1-996-966-2685x3069,879,75.4
421,152,2023-04-21 11:59:02,2023-09-18 08:51:55,336-696-3206x6546,(352)064-2201x96377,3328,304.52
422,430,2024-08-14 04:21:27,2022-10-27 01:06:02,+1-421-930-8061x08297,001-946-859-9139x263,793,492.77
423,303,2022-08-03 18:56:42,2023-06-02 16:31:41,001-833-205-8131x2295,341-212-7648x3395,1784,163.9
424,333,2023-11-08 05:30:26,2022-01-04 05:53:15,+1-945-821-5707x711,(136)307-9801,1242,141.32
425,435,2024-08-15 06:02:03,2023-08-01 03:36:50,(389)632-6124x3367,453-647-8356,1102,250.57
426,227,2024-07-25 01:08:31,2022-02-04 09:23:26,353-223-0465,001-673-837-9310x1210,58,309.01
427,267,2022-10-01 10:27:35,2024-08-17 03:26:06,001-964-136-2257,564.087.2578x1955,2799,265.55
428,396,2022-02-12 19:30:53,2022-06-23 04:17:03,763.307.8192,396-131-3248x5217,1412,109.57
429,14,2023-03-20 06:14:54,2023-05-22 07:19:38,(178)333-2800,001-180-215-3133x3747,2706,210.36
430,996,2022-06-07 02:43:24,2023-02-28 04:27:46,095-691-1326x3153,(666)440-4127x07530,2451,467.56
431,564,2023-05-25 18:58:13,2022-12-20 19:05:22,466-938-4937x7874,+1-873-353-4346x93573,1155,297.36
432,259,2023-03-23 06:28:18,2023-11-05 07:38:48,001-180-972-5777,728-637-6857x0978,173,211.16
433,625,2023-10-01 14:07:16,2024-09-05 10:28:40,+1-099-130-5402,(831)706-5486,429,44.85
434,413,2023-04-12 00:14:45,2022-10-16 16:35:46,001-180-263-2328x23485,+1-167-723-4171x1574,1152,350.61
435,192,2023-12-07 07:15:19,2022-09-23 08:00:23,(652)614-0571x1846,559.942.7062x22457,3039,344
436,480,2023-11-15 12:27:55,2024-09-21 17:30:41,573.875.9626,691.181.3304,2968,148.81
437,380,2023-08-10 02:48:04,2022-04-03 14:26:14,+1-989-614-0265,364-978-2587,1544,50.41
438,487,2022-10-19 04:14:07,2023-02-19 00:30:33,110.001.1327,(362)709-4325x2952,3367,463.99
439,632,2024-01-23 21:43:36,2024-08-29 22:35:05,(514)837-5254x9365,943-150-4325,3568,118.42
440,721,2022-02-04 05:38:13,2022-10-14 13:18:13,+1-218-247-8813,675.141.6113x82045,3454,206.9
441,28,2023-05-02 23:41:35,2022-07-24 10:32:11,(237)940-9816,(349)406-3306x856,480,172.7
442,148,2022-07-26 10:06:42,2021-10-20 21:02:05,003-317-7302,190.642.4787,1659,157.46
443,543,2023-04-05 16:24:56,2024-07-21 08:07:44,+1-300-310-1151x69778,(648)476-2468x690,299,14.09
444,809,2024-06-01 08:02:26,2022-11-20 04:37:22,(681)101-7392,001-643-356-2458,579,100.95
445,231,2023-09-11 03:34:29,2024-01-29 00:52:27,+1-956-824-5307x401,(485)501-6935x358,105,182.5
446,132,2022-07-13 01:57:04,2023-09-09 05:10:46,+1-429-508-6119x14933,074-569-3803,588,37.86
447,698,2023-01-05 00:15:10,2022-08-26 15:00:42,9488550506,(795)151-0228,949,68.56
448,748,2022-01-27 07:03:14,2022-06-06 10:24:48,(686)112-0453x5329,359.981.6555,1214,18.33
449,475,2021-11-05 02:52:40,2022-03-06 12:40:03,6364164315,(361)093-3292x320,268,152.21
450,866,2024-08-17 10:22:28,2021-11-17 00:04:04,407-311-8684,538-321-9500x47626,1654,471.57
451,269,2023-04-29 03:15:18,2022-03-25 14:26:33,001-371-650-6981,227.071.8299x838,476,99.58
452,430,2024-07-17 19:46:11,2023-03-16 08:44:41,001-527-663-6417x99375,(132)930-0761x27865,1375,280.97
453,671,2023-12-27 03:16:26,2023-11-27 22:34:44,+1-571-224-1611x831,615.826.2525x060,2446,377.12
454,292,2023-04-26 23:53:30,2023-08-11 09:48:47,001-982-468-3801x548,584-117-4728x615,386,489.81
455,75,2023-08-10 20:59:30,2023-08-04 21:45:13,+1-269-788-1953,142.684.3283,2679,422.83
456,9,2024-05-19 03:32:34,2022-11-12 13:08:56,001-263-208-5591x201,666.715.9876x7355,385,144.69
457,860,2022-07-29 08:02:19,2024-01-23 11:04:15,001-462-512-2459x26311,+1-425-903-6560x394,3398,198.51
458,329,2021-11-06 10:08:25,2021-12-14 16:49:21,5636397433,846-524-7454,198,206.78
459,124,2023-08-01 01:06:59,2022-01-11 11:31:51,542.845.4140,001-951-666-3009x362,1598,411.01
460,192,2024-07-27 09:04:46,2022-03-06 15:51:32,303-833-2892x53999,6822668436,2877,12.94
461,554,2023-01-02 16:03:07,2022-06-24 09:47:59,015-201-1518,(904)776-2235x48327,1575,176.08
462,562,2024-02-06 07:47:35,2024-08-13 10:29:22,814-004-8406,(482)580-7887x76048,1012,404.98
463,395,2022-10-01 06:54:07,2023-12-02 05:44:23,(710)599-2626,3050447099,3188,483.94
464,548,2022-03-27 16:25:39,2023-01-08 14:05:25,+1-014-774-9300,096-123-8308,1539,377.7
465,278,2023-02-25 04:43:01,2024-04-12 02:34:23,975.415.0327x0340,(215)122-6717x142,3361,370.72
466,316,2024-03-08 11:55:04,2022-02-27 21:23:40,591-860-0877x2522,524-206-1888x68640,369,219.39
467,106,2023-10-23 03:14:31,2022-11-12 04:13:03,(301)618-3384x8517,742-506-8105,3432,192.24
468,601,2022-11-04 19:13:24,2022-08-10 19:32:55,+1-926-591-6519,804-254-0626,2321,271.66
469,565,2024-01-26 10:31:21,2023-04-21 06:42:54,814.581.5717,+1-084-478-0801,1420,144.33
470,75,2024-03-08 03:29:08,2023-05-09 04:08:53,4620711080,087-948-5525x66388,1448,248.28
471,989,2021-11-22 10:22:53,2022-06-25 16:51:23,811.017.0008x8384,796.135.5498,3066,250.94
472,759,2023-08-21 06:23:06,2023-09-21 23:32:32,602-462-8966x50373,254-548-4965x540,2533,92.26
473,715,2024-08-14 19:42:43,2023-02-10 07:26:31,002.726.3529x805,371.322.7660,1148,390.87
474,192,2023-11-14 23:29:01,2023-02-08 04:40:36,548.874.4760x3188,001-780-225-8712x2242,1774,90.97
475,33,2024-08-06 18:35:44,2022-06-15 15:02:50,397.109.2157x64836,107-312-5959x110,1580,484.28
476,884,2023-07-21 19:22:42,2022-06-28 11:26:07,855.594.6147x2579,595.534.4082x095,3343,156.94
477,473,2023-04-06 14:47:41,2022-08-08 17:55:21,495-436-2239x63955,9664300149,3597,457.42
478,294,2022-11-09 13:33:12,2023-08-26 05:48:44,369-129-7018,001-065-757-1751x0299,3147,302.39
479,135,2022-08-20 15:53:50,2023-07-26 04:27:07,782-251-9760,(801)214-5743,2440,317.59
480,663,2022-10-15 11:18:27,2024-06-13 10:54:20,+1-525-189-7056x5695,343.929.7441,2129,200.88
481,33,2023-10-01 02:36:47,2023-07-23 00:30:58,(905)579-0891,001-241-051-5739x7223,3113,156.06
482,181,2022-03-04 14:10:18,2024-08-03 02:16:59,1082887649,(950)804-1073x903,2559,165.08
483,542,2023-01-13 08:37:51,2022-09-08 22:08:31,+1-696-340-6723,6010585647,211,162.29
484,526,2021-12-22 16:59:39,2023-12-01 18:02:50,(457)024-5261x884,+1-190-575-5324x6409,3357,458.51
485,1000,2024-03-23 13:55:07,2022-08-27 11:36:11,(111)185-2588,2717054281,1076,257.6
486,431,2023-04-07 23:08:53,2024-09-03 09:48:25,453-054-3783,614-269-8855x603,2753,314.75
487,945,2023-11-07 10:28:50,2022-06-09 18:14:00,325-198-6897x4202,001-182-490-8978,1252,91.76
488,197,2021-10-16 05:58:32,2024-01-14 08:10:57,486.185.1782,268-344-0245,3310,30
489,126,2023-02-12 20:12:55,2023-03-13 11:52:05,001-662-423-9616x84969,255-901-7469,1526,486.38
490,431,2022-06-15 11:05:29,2024-08-23 08:50:51,9233138377,(523)519-2731,1144,325.32
491,982,2022-01-03 19:22:27,2023-04-06 03:49:02,001-715-488-8144x00537,551.897.5443x7091,3455,368.59
492,11,2024-07-20 09:12:16,2022-06-06 02:07:32,5026547295,+1-286-383-6082x10012,2967,481.37
493,12,2023-02-12 08:27:41,2022-12-02 00:02:56,+1-897-532-8030,237-828-7089,51,211.42
494,497,2022-03-25 21:45:39,2021-12-07 01:06:24,+1-893-980-5212x954,508.392.6334x231,348,241.01
495,499,2022-01-11 19:02:45,2024-02-20 06:21:48,640.552.3493,769.030.2499x928,2480,302.71
496,100,2022-10-07 07:13:42,2022-03-24 02:12:45,(672)970-2127,001-189-705-8028x2439,2713,260.52
497,771,2022-11-12 07:02:38,2022-07-06 11:50:37,500.402.1061,076-722-5398,3291,482.77
498,171,2022-09-05 01:38:34,2024-09-06 09:34:29,253.232.9116,280.748.2354x251,3546,59.08
499,284,2023-08-21 12:31:48,2024-04-08 17:50:33,(079)606-3235x1335,288-167-6152x014,29,71.65
500,184,2023-06-23 12:01:07,2024-04-15 11:32:18,+1-434-703-5519x635,001-116-827-2327x641,1058,425.57
501,951,2024-06-29 10:50:42,2023-01-28 17:17:55,821-139-4916,+1-246-967-0443x38701,343,42.86
